Artist,Track,SpotifyID,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,Key_mode_Ratio,duration_ms,billboard_hit
The-Dream Featuring Mariah Carey,My Love,07o5JbRuDi5ir7rhsOi0ap,0.369,0.639,-4.839,0.0341,0.418,0.0,0.141,0.345,81.053,0.0,204613,1
Jamie Foxx Featuring T.I.,Just Like Me,2gvdJrKDUwtpqwDkTjqIR5,0.755,0.713,-4.753,0.15,0.151,0.0,0.269,0.741,151.047,0.0,206093,1
T.I. Featuring Rihanna,Live Your Life,3jlbL2OTD5YmIunYzgQTAN,0.375,0.862,-3.363,0.255,0.071,0.0,0.211,0.478,159.841,0.0,338853,1
Kenny Chesney With Mac McAnally,Down The Road,51z3II8ZUCj4KGaUk9DKUg,0.63,0.497,-11.616,0.0395,0.404,0.0,0.1,0.492,77.899,4.0,179173,1
Bobby V Featuring Yung Joc,Beep,5xnZ1vqo2LAOge8DWtvBVk,0.696,0.573,-8.531,0.0919,0.104,0.0,0.135,0.368,79.013,0.0,250973,1
T-Pain Featuring Chris Brown,Freeze,2I1rr3kX0iMyorP5HOBRbL,0.717,0.659,-5.706,0.0726,0.018,0.0,0.0943,0.536,119.991,0.0,218747,1
Billy Currington,Don't,0HI49EaqRO2N3FnuwVX8VX,0.638,0.396,-8.603,0.0643,0.385,0.0,0.162,0.311,83.201,2.0,176027,1
John Legend Featuring Andre 3000,Green Light,72by3Re4C3eVEBXvsUo0zV,0.622,0.882,-5.59,0.119,0.0912,0.0,0.216,0.762,77.506,0.0,284187,1
Flo Rida Featuring Pleasure P,Shone,0xwWgANkivEPqyPBiYXbzi,0.638,0.727,-7.385,0.237,0.0128,0.0,0.111,0.303,150.064,7.0,253253,1
Jim Jones & Ron Browz Featuring Juelz Santana,Pop Champagne,5lrOsw7J8R7shum7A4j36t,0.61,0.431,-6.73,0.294,0.03,0.0,0.099,0.463,136.878,0.0,215973,1
Ludacris Co-Starring T-Pain,One More Drink,3FKxzkeotnNsCjhpICJhz7,0.511,0.752,-4.609,0.281,0.051,0.0,0.29,0.602,96.791,10.0,220827,1
M.I.A. & A R Rahman,O... Saya,6WB2gOYkn8VlLGiStQLczC,0.685,0.936,-7.857,0.111,0.0751,0.0506,0.191,0.537,124.4,0.0,213827,1
Coldplay With Jay-Z,Lost!,1STAWoWHYJh2UVUx41pYMD,0.359,0.779,-7.52,0.0412,0.0057,0.837,0.379,0.582,86.951,7.0,236213,1
T-Pain Featuring Ludacris,Chopped 'N' Skrewed,79MIzD8vsGu3Xqe07m8aS1,0.558,0.604,-7.892,0.0529,0.0181,0.0,0.503,0.323,120.159,0.0,261227,1
Musiq Soulchild Featuring Mary J. Blige,IfULeave,4GhbRPmkVfAZmSQZqdifrn,0.467,0.752,-3.244,0.232,0.208,0.0,0.164,0.728,122.775,11.0,252440,1
Plies Featuring Chris J,Put It On Ya,2m0dyKic2V40cSkuO9CNm7,0.759,0.583,-8.503,0.0864,0.00286,0.0,0.0445,0.904,76.023,1.0,257413,1
The Pussycat Dolls,Top Of The World,6lVkRBHhsNgaawDFIaD8YR,0.465,0.947,-3.812,0.046,7.34e-05,4.97e-05,0.0619,0.593,149.822,0.0,203720,1
Keyshia Cole Featuring 2Pac,Playa Cardz Right,0nJZDtAaqO7o9mb6YoBfqO,0.626,0.59,-5.547,0.0366,0.0392,0.0,0.254,0.192,86.078,0.0,291240,1
Brad Paisley Duet With Keith Urban,Start A Band,0GneFCOVzvi6ok0oRC7Kfu,0.603,0.849,-6.527,0.0647,0.0782,0.000505,0.0986,0.667,122.557,5.0,324587,1
Apocalyptica Featuring Adam Gontier,I Don't Care,0t9Jd84JnsV8HRMaQzHUom,0.311,0.744,-4.615,0.0436,0.00998,0.0,0.0799,0.336,179.076,0.0,221480,1
Jay-Z & T.I. Featuring Kanye West & Lil Wayne,Swagga Like Us,6N6bpwA4iiq7HtKToeVH0c,0.579,0.809,-5.031,0.205,0.00154,0.0,0.564,0.259,88.991,4.0,329680,1
Lil Wayne Featuring Bobby Valentino & Kidd Kidd,Mrs. Officer,0EHR9OObFtjlhQB8wSt1m7,0.92,0.553,-5.068,0.189,0.237,0.0,0.0767,0.947,112.021,6.0,286907,1
Busta Rhymes Featuring Ron Browz,Arab Money,0Fs4DQKvmk5DPHfmOa3vZX,0.735,0.75,-5.056,0.34,0.241,0.0,0.151,0.583,93.225,7.0,165213,1
Common Featuring Pharrell,Universal Mind Control,0GPVmKBQiwIp0RONkkbeDO,0.868,0.92,-4.17,0.055,0.39,0.00682,0.155,0.694,119.994,0.0,213613,1
DJ Khaled Featuring Kanye West & T-Pain,Go Hard,6stxKQ2M28z3YYHxVnyTVv,0.64,0.883,-4.011,0.0497,0.00866,0.0,0.488,0.379,130.005,0.0,272093,1
Kanye West Featuring Lil Wayne,See You In My Nightmares,5zuoz1NBnpoHK6g5sbEH8F,0.676,0.432,-8.035,0.0339,0.0626,0.0,0.103,0.156,124.597,0.0,258120,1
The Game Featuring Lil Wayne,My Life,3KfbEIOC7YIv90FIfNSZpo,0.688,0.435,-11.359,0.0323,0.449,0.0,0.113,0.435,103.239,9.0,146333,1
Savage Featuring Soulja Boy Tell'em,Swing,61ehOd7NByNLD1C5AcQhEb,0.885,0.474,-8.133,0.25,0.0209,0.0,0.0895,0.794,150.072,0.0,217893,1
Slim Featuring Yung Joc,So Fly,2wmBKUx62Px6my6U1mYw18,0.784,0.559,-4.862,0.0846,0.0021,0.0,0.412,0.698,90.994,2.0,212453,1
Lil Wayne Featuring T-Pain,Got Money,46lIt6GmL0VkkbuUyGDbCs,0.692,0.661,-4.847,0.123,0.00188,0.0,0.676,0.703,82.479,7.0,244627,1
Ludacris Co-Starring Lil Wayne,Last Of A Dying Breed,3s17hg6GsjCTo1qFSYRmFd,0.558,0.926,-4.472,0.236,0.00756,0.0,0.365,0.348,107.262,0.0,249533,1
Ludacris Co-Starring Chris Brown & Sean Garrett,What Them Girls Like,22zQIT8YePdO4f3coOHZuH,0.535,0.691,-5.544,0.355,0.149,0.0,0.159,0.813,170.013,1.0,242080,1
Jack White & Alicia Keys,Another Way to Die,3ODl8J0TZAykdMCtCIO28n,0.42,0.766,-4.231,0.179,0.0239,3.08e-05,0.11,0.41,68.393,0.0,262240,1
Ace Hood Featuring Trey Songz,Ride,53zJNZS5D9gcQW2Ru0Aypy,0.585,0.793,-5.478,0.247,0.0683,0.0,0.276,0.573,150.182,0.0,264600,1
Taylor Swift Featuring Colbie Caillat,Breathe,6S9G7J3EB1ZY0rrZPwsBg5,0.498,0.486,-7.384,0.0273,0.373,0.0,0.113,0.17,147.952,1.0,263987,1
Akon Featuring Sweet Rush,Troublemaker,1sBiJZixyXiVBkZCXYvTdf,0.856,0.78,-4.256,0.105,0.131,0.0,0.401,0.835,122.067,0.0,237173,1
Flo Rida Featuring will.i.am,In The Ayer,6RpiAj9Ofv0Uqp6n2OuRoh,0.83,0.746,-6.286,0.0579,0.00456,0.0,0.26,0.646,125.992,0.0,220507,1
Estelle Featuring Kanye West,American Boy,22UDw8rSfLbUsaAGTXQ4Z8,0.727,0.729,-2.99,0.326,0.171,0.0,0.07,0.512,117.932,0.0,284733,1
Kardinal Offishall Featuring Akon,Dangerous,4NOZ35Dhucr6UlVyLOtktd,0.949,0.79,-5.957,0.0756,0.00437,0.0,0.0816,0.807,117.002,8.0,246053,1
Jesse McCartney,It's Over,1KR13Bdo7FQnuK0AA6ILw3,0.743,0.307,-13.013,0.0313,0.842,0.00173,0.111,0.474,158.267,11.0,306933,1
Mike Jones Featuring Trey Songz & Twista,Cuddy Buddy,5jfdZRtygUxV50rsbIF5zj,0.463,0.79,-4.341,0.336,0.191,0.0,0.18,0.69,140.063,0.0,278027,1
Nelly Featuring Ashanti & Akon,Body On Me,7hkbknrCTeWR7wEK4X4cvX,0.574,0.636,-7.173,0.325,0.142,0.0,0.0962,0.781,179.979,0.0,209707,1
Young Jeezy Featuring Kanye West,Put On,3GI9RPgaWiJWAGlSTKwDNW,0.672,0.697,-5.963,0.291,0.186,0.0,0.113,0.177,102.831,0.0,224313,1
Plies Featuring Jamie Foxx & The-Dream,Please Excuse My Hands,4HF6gIWAAmdDjzU59Ohd1I,0.698,0.828,-5.248,0.0756,0.0229,0.0,0.0836,0.484,124.964,0.0,264440,1
DJ Khaled Feat. Ako,Out Here Grindin,61RnPNHdba0aB7Itq2qCut,0.646,0.829,-1.953,0.147,0.0119,0.0,0.145,0.344,175.972,0.0,263133,1
Ciara Featuring T-Pain,Go Girl,3VFR7lXtbxQvcYnTIc6sdB,0.524,0.57,-6.765,0.301,0.526,0.0,0.288,0.785,66.755,0.0,235667,1
LL Cool J Featuring The-Dream,Baby,7HG1O7uimRLS68gJUjjP1W,0.726,0.802,-4.688,0.267,0.0592,0.0,0.117,0.707,100.008,0.0,241880,1
David Banner Featuring Chris Brown,Get Like Me,2IBF9lQ9lgVai8LkskI5L7,0.823,0.753,-4.199,0.476,0.00323,0.0,0.228,0.656,117.281,1.0,224547,1
Three 6 Mafia Featuring Project Pa,Lolli Lolli (Pop That Body),4xWMTkwknjh8FzxNrkwLl6,0.89,0.946,-5.673,0.0489,0.0188,0.000128,0.11,0.872,120.0,2.0,251373,1
Lil Wayne Featuring Jay-Z,Mr. Carter,2tQM1BUrXp2kqOM6mN11TC,0.486,0.71,-6.287,0.363,0.0445,0.0,0.35,0.472,170.86,7.0,316267,1
Rick Ross Featuring Nelly & Avery Storm,Here I Am,67yGTWcR72BZvsrSS2dHST,0.746,0.717,-5.788,0.127,0.189,0.0,0.0704,0.475,109.753,0.0,209547,1
Gym Class Heroes Featuring The-Dream,Cookie Jar,3RDcUlLGp3SLp2AmUbUbls,0.687,0.668,-4.061,0.0282,0.0253,0.0,0.744,0.418,113.053,5.0,216317,1
Lil Wayne Featuring Static Major,Lollipop,4P7VFiaZb3xrXoqGwZXC3J,0.829,0.428,-9.469,0.083,0.055,0.00423,0.137,0.448,148.077,0.0,299333,1
T.I. Featuring Swizz Beatz,Swing Ya Rag,3DWHDJHIAmFXyjdN0I6rj1,0.707,0.899,-3.752,0.145,0.138,0.0,0.375,0.659,89.012,8.0,198347,1
Studio All-Stars,American Boy,2KBuYzNoLTkwwXQhm6NuxG,0.775,0.66,-6.489,0.296,0.393,0.0,0.31,0.58,117.831,0.0,288941,1
Plies Featuring Ne-Yo,Bust It Baby Part 2,4pkyUUoPFqsZHtWe6nkEG0,0.672,0.809,-6.234,0.0999,0.0406,0.0,0.38,0.754,78.983,0.0,230800,1
Lloyd Featuring Lil Wayne,Girls Around The World,6fju5NbZznZRZDfP7mpZ56,0.727,0.83,-8.699,0.125,0.0286,0.000368,0.145,0.59,97.602,7.0,229800,1
Bow Wow Featuring Soulja Boy Tell'em,Marco Polo,6PbmwI4M1degwom47uZc4H,0.872,0.695,-5.153,0.242,0.696,0.0,0.22,0.781,139.968,5.0,258577,1
Colby O'Donis Featuring Akon,What You Got,3MldzywZOH4Uci6bq9noyJ,0.775,0.641,-6.718,0.038,0.0327,0.0,0.18,0.305,119.974,1.0,243013,1
Hot Stylz Featuring Yung Joc,Lookin Boy,00RYiT3a2lNQ1wTKBQXWSw,0.85,0.687,-5.995,0.308,0.213,0.0,0.0724,0.502,149.989,0.0,207013,1
Usher Featuring Young Jeezy,Love In This Club,5j0McHPthKpOXRr3fBq8M0,0.573,0.712,-5.976,0.0732,0.0572,0.0,0.167,0.346,140.012,0.0,259720,1
Shwayze Featuring Cisco Adler,Buzzin',3wQaW4rEZe7AaDrlrX4eDy,0.85,0.58,-8.156,0.0563,0.0171,1.41e-06,0.072,0.321,93.018,2.0,212280,1
Madonna Featuring Justin Timberlake & Timbaland,4 Minutes,1oHClQEgDmmbcEx12Kc5nZ,0.753,0.931,-4.922,0.0652,0.00994,0.00696,0.234,0.767,113.029,2.0,189693,1
Demi Lovato & Joe Jonas,This Is Me,5pomCBdsTZSDCFHH8BAUQe,0.421,0.821,-2.783,0.0372,0.00971,0.0,0.1,0.594,91.245,1.0,189173,1
Ray J & Yung Berg,Sexy Can I,0DdpxWfVvUGgkJv5536tiF,0.575,0.684,-6.007,0.325,0.299,0.0,0.614,0.926,172.155,1.0,204040,1
Flo Rida Featuring T-Pain,Low,0CAfXk7DXMnon4gLudAp7J,0.918,0.609,-5.64,0.0791,0.0928,0.0,0.139,0.304,128.008,0.0,231400,1
Nas Featuring Keri Hilson,Hero,1NRjLmipYrv39gWoqCl2w2,0.676,0.913,-5.198,0.109,0.00103,3.54e-06,0.224,0.39,94.994,0.0,240000,1
The Game Featuring Keyshia Cole,Game's Pain,0byrB2qJ3XE29ouctFuZNy,0.74,0.781,-5.224,0.0923,0.18,8.28e-06,0.105,0.914,130.111,0.0,187147,1
Nelly Featuring Ciara & JD,Stepped On My J'z,0ybHhVmrX00hB6BLLhKHiU,0.695,0.778,-4.516,0.0771,0.107,0.0,0.206,0.772,79.002,0.0,277360,1
Kanye West Featuring Chris Martin,Homecoming,2ovQ5MCx91XVjgVWEPfvks,0.667,0.747,-7.059,0.189,0.337,0.0,0.115,0.918,86.917,1.0,203493,1
Rick Ross Featuring T-Pain,The Boss,3n5qF6aprwEIjHWuH5jECM,0.431,0.842,-4.072,0.357,0.00876,0.0,0.309,0.61,83.66,7.0,225653,1
2 Pistols Featuring T-Pain & Tay Dizm,She Got It,11WuptzKtcVfPMYaf5aook,0.517,0.747,-6.191,0.105,0.00431,0.0,0.345,0.271,134.062,0.0,274053,1
Timbaland Featuring OneRepublic,Apologize,6ucR4KfvsBFWCMVFDvyKKl,0.653,0.604,-6.017,0.0278,0.0292,0.0,0.097,0.101,118.016,8.0,184400,1
Tyga Featuring Travis McCoy,Coconut Juice,04aweMzj1HaG9jN5mwZPtD,0.581,0.782,-5.213,0.21,0.000965,0.0,0.145,0.395,83.946,2.0,199413,1
Josh Turner Featuring Trisha Yearwood,Another Try,776wdb7j6xJuLJDVay0zww,0.511,0.472,-8.119,0.0284,0.544,0.000519,0.104,0.261,123.247,10.0,225787,1
Lil Wayne Featuring Juelz Santana & Fabolous,You Ain't Got Nuthin,7fxzl4qyZBDnLkcsfire2j,0.513,0.485,-10.481,0.174,0.00198,4.94e-06,0.177,0.52,105.613,2.0,327267,1
DJ Laz Featuring Flo Rida & Casely,Move Shake Drop,3rZ4v2IOSbJj5SRq3eoSox,0.806,0.868,-3.684,0.0794,0.00493,0.0,0.157,0.597,127.938,7.0,190573,1
Nelly Featuring Fergie,Party People,61WgPdz6Ik7v0LMOfEgpSv,0.64,0.849,-3.994,0.357,0.354,0.0,0.587,0.666,163.925,1.0,238573,1
David Cook,Dream Big,42sTojDvmHQdLWakAvRY0G,0.616,0.746,-5.699,0.217,0.147,0.749,0.0907,0.523,129.125,0.0,207199,1
David Cook,I Still Haven't Found What I'm Looking For,0lxI8ETwiupT71Lwrz4qJ4,0.544,0.0612,-25.516,0.0526,0.965,0.933,0.115,0.181,170.056,11.0,220235,1
David Cook,The World I Know,4yEdWZxshBgFQTjxXdiIJP,0.467,0.285,-13.245,0.0328,0.889,0.00247,0.274,0.33,117.99,0.0,148773,1
David Archuleta,Imagine,3dvynJHFt37j6R8CIIEZh5,0.67,0.939,-2.06,0.0427,0.0463,1.1e-06,0.335,0.264,127.946,9.0,209533,1
David Cook,I Don't Want To Miss A Thing,4XxFBcYULc5osV0L2TjGrB,0.485,0.228,-10.8,0.0375,0.938,0.00217,0.107,0.209,119.823,2.0,206000,1
David Cook,Billie Jean,4Jut9hM1ifJJUhhrbGz06x,0.783,0.338,-9.626,0.109,0.582,0.865,0.0871,0.986,119.975,0.0,282370,1
David Archuleta,In This Moment,2QXsLMXyrXdCopo9dLY9uM,0.47,0.337,-8.752,0.0266,0.186,0.0696,0.142,0.2,82.277,9.0,170787,1
David Cook,Hello,0eUfaEi18FD4WPPb44nL4B,0.599,0.408,-9.973,0.0277,0.0906,2.51e-05,0.111,0.334,159.992,9.0,538200,1
David Cook,The Music Of The Night,17bJQwkt6EDQ1F26fllOmc,0.531,0.00213,-39.899,0.0668,0.995,0.941,0.0672,0.0543,75.011,7.0,68770,1
David Cook,Eleanor Rigby,6V8zsQZ1BhBOhVkUxxei3n,0.514,0.949,-3.628,0.0548,0.000278,0.703,0.161,0.267,134.885,0.0,237093,1
Cherish Featuring Yung Joc,Killa,5KzHTHTjftb7QFh5GicRnO,0.796,0.705,-4.82,0.0358,0.0332,2.14e-06,0.0809,0.774,113.964,0.0,228973,1
C-Side Featuring Keyshia Cole,Boyfriend/Girlfriend,7bWonRM5QK6qA0dwYISntA,0.782,0.637,-6.357,0.126,0.0414,0.0,0.0955,0.328,124.014,0.0,207600,1
Webbie Featuring Lil' Phat & Lil' Boosie,Independent,65D95SmygxGCQGiI64eaZf,0.725,0.431,-5.988,0.0707,0.00113,0.0,0.14,0.199,174.083,0.0,250027,1
Flo Rida Featuring Timbaland,Elevator,44AtutBMMWw14r9CkZ0wna,0.812,0.874,-6.015,0.0905,0.109,2.48e-05,0.214,0.47,120.025,0.0,229973,1
Lil Mama Featuring Chris Brown & T-Pain,Shawty Get Loose,1Kef862HDQdZQaXpxNtHuv,0.886,0.724,-4.229,0.246,0.165,0.0,0.095,0.619,115.072,1.0,209507,1
Busta Rhymes Featuring Linkin Park,We Made It,26jVcJqG66nj36jRqPBp2U,0.62,0.746,-6.006,0.0552,0.424,0.0,0.0684,0.191,138.454,11.0,238067,1
Pitbull Featuring Lil Jon,The Anthem,6TVhP2a7ESba4pR5ePflRw,0.791,0.782,-4.012,0.247,0.00446,4.8e-06,0.267,0.897,123.975,0.0,245000,1
Lupe Fiasco Featuring Matthew Santos,Superstar,7dltD9eEX7X1zk8JJ9BS0e,0.572,0.822,-6.015,0.361,0.207,0.0,0.359,0.472,94.812,0.0,289000,1
Ashlee Simpson With Tom Higgenson,Little Miss Obsessive,0JKuYsEVL82LdZF7FRe1lE,0.56,0.914,-3.449,0.0912,0.0337,0.0,0.0822,0.423,142.158,0.0,221907,1
Soulja Boy Tell'em Featuring Arab,YAHHH!,6wkfxYze6eZb5pNrplBNtk,0.72,0.81,-1.748,0.225,0.118,0.0,0.234,0.794,154.028,4.0,190187,1
Mariah Carey Featuring T-Pain,Migrate,4Q1tw1EPVYPIFOGZ62gTat,0.367,0.745,-6.949,0.353,0.00999,0.0,0.0826,0.543,78.612,8.0,257893,1
Kanye West Featuring Dwele,Flashing Lights,31I3Rt1bPa2LrE74DdNizO,0.639,0.628,-7.578,0.0399,0.0381,0.0,0.386,0.43,90.482,0.0,237507,1
Flo Rida Featuring Sean Kingston,Roll,0W0FFzJ1lhTxt0JLrsiULh,0.701,0.915,-3.887,0.128,0.171,0.0,0.394,0.698,127.101,0.0,194453,1
Enur Featuring Natasja,Calabria 2008,5Y2pr8wjzjO2te4MnxTUa7,0.891,0.657,-5.552,0.165,0.00833,0.0026,0.054,0.453,125.995,0.0,230657,1
Paula Abdul & Randy Jackson,Dance Like There's No Tomorrow,7v2Jv1X3D3q2uZuENKMhYh,0.73,0.916,-6.201,0.0375,0.104,0.0,0.12,0.898,117.962,0.0,180800,1
Wyclef Jean Featuring Ako,Sweetest Girl (Dollar Bill),4liGjmhCupa7RP9JaQELYx,0.733,0.744,-3.51,0.0553,0.0772,0.0,0.341,0.529,92.515,1.0,241133,1
Dolla Featuring T-Pain & Tay Dizm,Who The F*** Is That?,6HBHc95Ry9rw8L4zrAI1JF,0.839,0.508,-6.182,0.0879,0.00974,0.0,0.0962,0.559,82.027,11.0,250627,1
Birdman Featuring Lil Wayne,Pop Bottles,1kEp3Po9RUPm11N5ITOUWx,0.477,0.813,-5.902,0.441,0.0695,0.0,0.606,0.533,149.52,5.0,205133,1
Baby Bash Featuring Sean Kingston,What Is It,371GoHoueVN53jY8MoWufq,0.738,0.755,-5.728,0.0391,0.0272,0.0,0.273,0.19,93.047,8.0,201120,1
The Swell Season (Glen Hansard & Marketa Irglova),Falling Slowly,3Zypecg1uGBVlFVoVPaT1q,0.441,0.423,-8.421,0.0272,0.0447,4.77e-05,0.333,0.275,71.301,0.0,275947,1
Chris Brown Featuring T-Pain,Kiss Kiss,3wKKkGVn7cVSfgPeYYIiXG,0.729,0.658,-3.386,0.225,0.0506,0.0,0.0693,0.551,140.043,0.0,250667,1
DJ Felli Fel Featuring Didd,Get Buck In Here,5zN3VFmNhdOKxRElarvVq5,0.639,0.709,-6.386,0.332,0.191,0.0,0.0758,0.376,104.964,0.0,229493,1
Plies Featuring Akon,Hypnotized,3LN41NUdHkyNqQhi9gExMm,0.84,0.571,-7.421,0.0797,0.16,0.0,0.406,0.617,116.59,10.0,188493,1
Santana Featuring Chad Kroeger,Into The Night,5Hv1QAbRWrUSUHaT0CmnMS,0.595,0.844,-4.678,0.0331,0.0137,0.0,0.234,0.603,127.981,7.0,222440,1
Rihanna Featuring Ne-Yo,Hate That I Love You,7iu0WYLdo4yksKf3seaxzI,0.637,0.73,-5.38,0.0874,0.323,0.0,0.0981,0.732,93.867,0.0,218947,1
Soulja Boy Tell'em,Crank That (Soulja Boy),66TRwr5uJwPt15mfFkzhbi,0.736,0.74,-2.18,0.0786,0.515,0.0,0.0468,0.803,140.141,0.0,221933,1
Baby Bash Featuring T-Pain,Cyclone,0x1LCpY9Rgeq97VPajm81B,0.644,0.725,-4.622,0.0701,0.0112,0.0,0.146,0.584,77.977,11.0,222053,1
Celine Dion & Josh Groban,The Prayer (Live),2ug8lg1r1YRLj5lxygZEeQ,0.168,0.404,-9.511,0.0396,0.718,0.000286,0.976,0.0676,79.912,8.0,278000,1
Bow Wow & Omarion,Girlfriend,4yDKPeWA3rJiCNbPALWJjN,0.725,0.795,-5.291,0.214,0.114,0.0,0.258,0.85,75.03,7.0,284827,1
Keyshia Cole Introducing Amina,Shoulda Let You Go,1yTfczdv9qGCfJpZF3y4yQ,0.725,0.594,-5.243,0.0496,0.0939,0.0,0.22,0.25,91.794,2.0,220867,1
Kanye West Featuring T-Pain,Good Life,14blxrgE0VWAgv5aF2wWmx,0.439,0.808,-6.881,0.346,0.00305,0.0,0.439,0.487,82.962,1.0,207000,1
Playaz Circle Featuring Lil Wayne,Duffle Bag Boy,5l53XkYN5rTYmdJ0P2GKFT,0.613,0.835,-4.051,0.177,0.106,0.0,0.14,0.684,143.876,0.0,258273,1
Pitbull Featuring Trina & Young Bo$$,Go Girl,1MgM0WDaoQ2A3bnIQTR6ty,0.986,0.597,-6.809,0.308,0.145,2.18e-06,0.197,0.761,115.004,8.0,229669,1
Lil Wayne,I'm Me,3hnWiEjh83ReiVIhiwQqrZ,0.52,0.532,-10.916,0.0821,0.202,0.0,0.135,0.158,149.736,8.0,195161,1
DJ Khaled Featuring T-Pai,I'm So Hood,5qua22L9sfaN02tPVJoNcn,0.72,0.88,-3.18,0.0793,0.0189,0.0,0.246,0.518,130.98,0.0,255400,1
Cassidy Featuring Swizz Beatz,My Drink N' My 2 Step,2TXB3vQ1IdfQ8u1S0tyLvU,0.642,0.835,-4.501,0.293,0.206,0.0,0.135,0.553,86.662,1.0,192867,1
Michael Cera & Ellen Page,Anyone Else But You,60nfOJJ1xFVVAO1qCpngX6,0.365,0.503,-11.119,0.0997,0.789,0.00218,0.521,0.355,145.623,7.0,116707,1
Soulja Boy Tell'em Featuring I-15,Soulja Girl,0N9b7upoCixmvrsF0e4XN3,0.578,0.714,-3.551,0.0349,0.0846,0.0,0.139,0.145,73.007,0.0,187547,1
Chingy Featuring Amerie,Fly Like Me,6MKfKc1XHcvn3EofKJocxE,0.71,0.791,-5.995,0.251,0.0249,0.0,0.246,0.766,116.509,0.0,225840,1
Justin Timberlake Duet With Beyonce,Until The End Of Time,2wZTnl0pPFr3HBcyXfOaVJ,0.56,0.372,-6.58,0.0446,0.272,0.0,0.196,0.473,119.189,2.0,322093,1
50 Cent Featuring Justin Timberlake & Timbaland,Ayo Technology,36Hwcla06Q5BCr59CL0sBp,0.63,0.782,-5.44,0.132,0.0828,0.0,0.034,0.418,140.144,0.0,247947,1
50 Cent Featuring Akon,Still Will,1EsiQ1n20lvCuCykstdWcc,0.628,0.705,-5.993,0.273,0.0577,0.000649,0.446,0.691,87.784,0.0,223813,1
Rihanna Featuring Jay-Z,Umbrella,49FYlytm3dAAraYgpoJZux,0.583,0.829,-4.603,0.134,0.00864,0.0,0.0426,0.575,174.028,1.0,275987,1
Keyshia Cole Featuring Missy Elliott & Lil Kim,Let It Go,2RqZFOLOnzVmHUX7ZMcaES,0.806,0.721,-5.167,0.215,0.197,0.0,0.209,0.781,94.967,0.0,238333,1
Hurricane Chris Featuring Big Poppa,The Hand Clap,6V5r8IMSL7wTZlFmi8AjR0,0.805,0.723,-6.808,0.224,0.00679,0.0,0.244,0.641,88.006,7.0,261827,1
Plies Featuring T-Pain,Shawty,0mYoKqA23wUUj7BTEgNzjg,0.444,0.708,-5.926,0.126,0.0419,0.0,0.0775,0.26,105.412,0.0,255413,1
T.I. Featuring Wyclef Jean,You Know What It Is,5Tc1KlDWyRnLLXL1y6ufsM,0.657,0.853,-4.757,0.252,0.17,0.0,0.0956,0.746,173.066,0.0,287133,1
T-Pain Featuring Akon,Bartender,5kxddRG1RZaZROadk7iC4D,0.675,0.394,-8.539,0.133,0.0611,0.0,0.214,0.405,104.987,8.0,238800,1
T-Pain Featuring Yung Joc,Buy U A Drank (Shawty Snappin'),2aIdVb8v9KTpEZnftkz2mD,0.451,0.55,-8.137,0.262,0.0108,0.0,0.0737,0.594,80.001,1.0,227960,1
Fabolous Featuring Ne-Yo,Make Me Better,0YkJU6TjjwzsVXUPRIO0DB,0.607,0.599,-6.886,0.0995,0.33,0.0,0.199,0.562,86.491,11.0,253573,1
Kat DeLuna Featuring Elephant Man,Whine Up,6Avndj1UPQLwR2qqzDwZBc,0.817,0.563,-6.276,0.055,0.0526,1.32e-06,0.154,0.488,125.02,9.0,205747,1
Reba McEntire Duet With Kelly Clarkson,Because Of You,5LGEfWqwgYL16tyXkrRC8J,0.569,0.532,-5.761,0.0322,0.628,0.0,0.117,0.19,133.883,7.0,223747,1
R. Kelly Duet With Usher,Same Girl,6OSmeoh8kXhCfz9WqvzDoJ,0.717,0.583,-5.008,0.146,0.506,0.0,0.0821,0.816,139.76,1.0,252933,1
Gwen Stefani Featuring Akon,The Sweet Escape,66ZcOcouenzZEnzTJvoFmH,0.756,0.77,-3.502,0.0343,0.191,0.0,0.178,0.73,119.961,1.0,246467,1
Paula DeAnda Featuring Bow Wow,Easy,4VeIf4ZyGkipbaJYXjPGUn,0.815,0.806,-4.246,0.032,0.0786,2.76e-06,0.276,0.95,121.006,0.0,236573,1
Yung Joc Featuring Gorilla Zoe,Coffee Shop,15vZzr1JtorsZPJr8iqTVv,0.804,0.831,-6.064,0.136,0.0446,0.0,0.306,0.914,151.987,0.0,241162,1
Zac Efron & Vanessa Anne Hudgens,Gotta Go My Own Way,5rWIO1uP0GwAoU45RTBJ2F,0.555,0.692,-4.767,0.0277,0.0864,3.25e-05,0.232,0.313,88.995,9.0,222360,1
Tim McGraw With Faith Hill,I Need You,18wDkct4lkK046D6gcCASs,0.541,0.596,-7.09,0.03,0.333,0.000164,0.133,0.204,79.697,4.0,248800,1
Lil Boosie Featuring Foxx & Webbie,Wipe Me Down,663hUQbvbpYtq5enBauNtp,0.683,0.837,-5.079,0.361,0.0248,6.37e-05,0.125,0.333,151.152,0.0,248160,1
Timbaland Featuring Nelly Furtado & Justin Timberlake,Give It To Me,0wbDgMuAoy7O7pL3a69uZx,0.975,0.711,-3.904,0.0632,0.168,0.000552,0.0799,0.815,110.621,8.0,234027,1
Kelly Rowland Featuring Eve,Like This,3sfydNh0QQAdnIAtDVG16H,0.676,0.73,-5.963,0.267,0.00193,0.0,0.0627,0.489,178.117,1.0,215853,1
